1,1,142.6,0
2,1,142.6,1
3,2,116.6,2
4,1,142.6,3
5,2,116.6,5
6,2,116.6,6
7,3,100.7,7
8,2,116.6,10
27,6,37.4,28
11,3,100.7,11
12,3,100.7,13
13,3,100.7,14
14,4,79.3,15
15,4,79.3,16
9,3,100.7,17
17,4,79.3,18
18,4,79.3,19
19,5,63.4,20
20,5,63.4,21
21,5,63.4,22
22,5,63.4,23
23,6,37.4,24
24,5,63.4,25
25,6,37.4,26
26,6,37.4,27
28,6,37.4,29
